,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
236,Insights and Analytics Manager,New York Life Insurance Co,"['new york life', 'york life insurance', 'life insurance company', 'exceptional customer service', 'new york city', 'mexico. new york', 'mutual life insurance', 'york life investment', 'company.   new york', 'financial strength', 'customer service experience', 'company statutory assets', 'professional operationalize insights', 'masters preferred experience', 'adobe/ omniture experience', 'financial strength ratings', 'major ratings agencies', 'highly capitalized insurers', 'certain adjustments company', 'specific business questions', 'party ratings report', 'separate account assets', 'web analytics tools', 'concrete technical requirements', 'multiple work assignments', 'manner proactive analysis', 'opportunities help address', 'preferable limited travel', 'leadership skills. responsibilities', 'customer service arena', 'years. position overview', 'coordinate multiple tasks', 'quantitiative research methodologies', 'ef-tk1 eoe m/f/d/v', 'big picture thinker', 'lean sigma processes', 'actionable recommendations', 'demonstrate strategic thinking', 'long-term financial strength', 'continuous improvement manage', 'methodology. total surplus', 'life insurer', 'wholly owned subsidiary', 'asset valuation reserve', 'generally accepted accounting', 'total assets', 'develop insights', 'engineering experience', 'company’s profitability', 'complex data', 'data science', 'party assets', 'strong business', 'operating earnings', 'business intelligence', 'on-point business', 'business metrics', 'service leaders', 'preferred sf', 'technical acumen', 'analytics manager', 'poor’s aa+', 'qualitative analysis', 'great problem', 'internal customers', 'multiple stakeholders', 'internal teams', 'fast-paced environment', 'high standards', 'innovative mindset', 'track record', 'presentation skills', 'following tools', 'web site', 'math/ statistics', 'technical findings', 'strong ability', 'related adjustments', 'alternative format', 'talent team', 'humanity—the values', 'non gaap', 'decision making', 'team ability', 'management holdings', 'processes partner', 'assistive technology', 'quantitative field', 'ms powerpoint', 'li-tk1 sf', 'successful candidate', 'measurement approach', 'insight story', 'key indicators', 'consolidated basis', 'key measure', 'ongoing operations', 'communication', 'business.', 'needs']","['Investment', 'New York City', 'New York Life Insurance Company', 'Insurance', 'Life insurance', 'Underwriting', 'Data analysis', 'Endowment policy', 'Fortune', 'Customer service', 'Annuity', 'New York', 'Mutual insurance', 'Asset', 'Generally Accepted Accounting Principles', 'Financial services', 'Capital asset', 'Balance sheet', 'Liability', 'Goodwill', 'Toronto']","['data visualization', 'structured', 'statistics']","['team', 'communicate', 'team', 'creative', 'verbal']",[]
237,Analytics - Manager,Merkle Inc.,"['krux. audience analytics', 'public cloud environment', 'audience management team', 'drives audience strategy', 'audience segments self', 'generate audience insights', 'additional information   merkle', 'digital media mavens.', 'technologies job experience', 'preferred computing experience', 'digital technology gurus', 'digital agency hands', 'media campaign execution', 'raw digital data', 'ad tech experience', 'job description   title', 'best-in-class marketing agency', 'audience manager', 'skills client management', 'inbound channel personalization.', 'leadership additional skills', 'sas communication skills', 'audience selection', 'solutions. merkle', 'monitor contact strategy', 'google public cloud', 'digital analytics', 'analytics experts', 'site analytics', 'extensive experience', 'outbound media', 'programming skills', 'agency teams', 'channel execution', 'media partner', 'team members', 'customer data', 'manager location', 'key competency', 'measurement solutions', 'large customer', 'financial services', 'leverage dmps', 'nyc / columbia', 'multiple fortune', 'predictive models', 'prospect datasets', 'business problems', 'analytical outcomes', 'statistical techniques', 'oracle bluekai', 'client expectations', 'business-friendly manner', 'experimental design', 'cluster analysis', 'factor analysis', 'graduate degree', 'big ideas', 'diverse environment', 'global world', 'adservers logs', 'qualifications   education', 'original thinking', 'strong problem', 'clients', 'cpg', 'ability', 'executes', 'segmentation', 'empowers', 'activation', 'reviews', 'starter', 'pittsburgh', 'platforms', 'value', 'statistics', 'support', 'presentations', 'syndication', 'testing', 'mba', 'field', 'presentation', 'delivery', 'customers.', 'regression', 'responsibilities', 'fosters']","['Cloud computing', 'Digital', 'Media', 'Problem solving', 'Communication', 'Mass media', 'Cluster analysis', 'Web analytics', 'Capital punishment']","['statistics', 'programming', 'cloud', 'regression', 'cloud']","['team', 'team', 'consulting', 'communicate', 'team', 'consulting']",['sql']
238,Manager/ Senior Manager– GMNS Spend Analytics & Modeling,American Express,"['client management', 'p&r team', 'clm treatment/sales prioritization', 'global business performance', 'gmns client management', 'gmns global planning', 'teams. global p&r', 'gcg p&r team', 'gmns executive team', 'services global planning', 'data analysis create', 'client management channels', 'data mining proficient', 'large data sets', 'big data platforms', 'client manager channels', 'high opportunity merchants', 'business unit requirements', 'strong analytical skills', 'highest opportunity merchants', 'fast paced environment', 'experimental test design', 'interpersonal communication skills', 'successful candidate', 'acquisition teams', 'forecasting models', 'american express', 'certain positions. reqid', 'gmns business', 'global merchant', 'gmns analytics', 'global initiatives.', 'prioritization strategies', 'deep analytics', 'merchant business', 'adhoc analysis', 'merchant opportunities.', 'accurate reporting', 'strong understanding', 'process management.', 'critical role', 'manager/senior manager', 'spend growth', 'modeling techniques', 'key drivers', 'real time', 'real-time identification', 'measurement experience', 'statistical software', 'samples knowledge', 'actionable steps', 'applicable laws', 'plus ability', 'visa sponsorship', 'segmentation', 'goals', 'changes', 'results', 'e.g.', 'tableau', 'dashboards', 'hive', 'reviews', 'network', 'office', 'metrics', 'solutions', 'gmns.', 'individual', 'treatments', 'scale', 'tools', 'responsibilities', 'nature', 'cost', 'schedule', 'job']","['Data analysis', 'Business intelligence', 'Management', 'Data', 'Data mining', 'Interpersonal communication', 'Model', 'Merchant', 'Knowledge', 'Merchants', 'Data visualization', 'Analytics', 'Team', 'Identification']",['big data'],"['team', 'team', 'team', 'team', 'verbal', 'interpersonal']","['tableau', 'hive', 'python']"
239,Platinion Data Analytics Manager,The Boston Consulting Group,"['boston consulting group', 'implement data architectures', 'landscape modernization architectures', 'enterprise architectures development', 'data orchestration pipelines', 'big data processing', 'data architecture solutions', 'data processing tools', 'cycle data implementation', 'data open source', 'on-premise infrastructures knowledge', 'sound technical know-how', 'international client projects.', 'back-end/legacy environments experience', 'qualifications deep understanding', 'commercial technologies knowledge', 'strong working knowledge', 'skills. responsibilities design', 'major databases platforms', 'warehousing database technology', 'databases. predictive analytics', 'solution architectures', 'integration architectures', 'data engineer', 'qualifications experience', 'practical experience', 'production pipelines', 'bcg platinion', 'software experience', 'production environments', 'business contexts', 'production translation', 'digital solutions', 'mapr knowledge', 'technical implementations', 'business needs', 'quality control', 'stream processing', 'overall solution', 'storage formats', 'client sites', 'solid foundation', 'large scale', 'engineering expert', 'recommendation systems', 'high tech', 'roadmaps', 'models', 'sqlserver', 'machine', 'teradata', 'familiarity', 'avro', 'aws', 'fis', 'parquet', 'ins', 'colleagues', 'augmentation', 'spark', 'frameworks', 'reviews', 'clients', 'techniques', 'hdfs', 'map/reduce', 'application', 'life', 'java/scala', 'cloudera', 'hortonworks', 'mongodb', 'mllib', 'contribution', 'industries']","['Knowledge', 'Open source', 'Machine learning', 'Learning', 'Design', 'Computer data', 'Data', 'Procedural knowledge', 'Enterprise architecture', 'Predictive analytics', 'Comparison of database tools', 'Comparison of relational database management systems', 'Relational model', 'Engineering', 'Experience', 'Relation', 'Boston Consulting Group', 'Scientific method', 'Database', 'SQL', 'Relational algebra']","['big data', 'machine learning', 'machine learning', 'database', 'big data', 'machine learning', 'cloud']","['consulting', 'consulting']","['scala', 'mongodb', 'postgres', 'python', 'java']"
240,Data and Analytics Manager,ShopKeep,"['independent business owners', 'data small business', 'forward-looking data practices', 'building data tools', 'overall data experience', 'data architectures  coaching', 'workflows  non-relational data', 'data store management', 'empower independent business', 'data self-service', 'business leaders  performance', 'cash register business', 'looker  test-driven development', 'abstract business question', 'self-service bi tools', 'hands-on technical manager', 'standing desks  shopkeep', 'amazing customer care', 'field abstract requests.', 'excellent communication skills', 'database best practices.', 'policy  commuter benefits', 'strong sql skills', 'amazon web services', 'snack shelf  hackathons', 'equal opportunity employer', 'meditation sessions  massage', 'technical skills', 'data team.', 'data culture', 'data analysis', 'well-organized looker', 'debugging etl', 'small team', 'small businesses', 'awesome team', 'archaic point', 'big guys.', 'cloud-based architecture', 'sale systems', 'engineering teams', 'intuitive software', 'large project', 'thoughtful architecture', 'right way', 'future.  design', 'time-series analysis', 'steady delivery.', 'shopkeep.  respond', 'new things', 'team. influence', 'consumers.  scale', 'role model', 'software developers', 'careful naming', 'unsupervised machine', 'beer fridge', 'team.  ability', 'robust infrastructure', 'deep understanding', 'noble aim', 'database usage', 'future direction', 'continuous process', 'leadership   ability', 'company.', 'vision', 'technology', 'redis', 'terabytes', 'kpi', 'python', 'arima', 'frustration', 'rds', 'roadmap', 'reviews', 'kafka', 'stakeholders', 'mission', 'heart', 'communities.', 'pto', 'step', 'career', 'product', 'department', 'company', 'complete.', 'level', 'room', 'databases', 'opinions', 'growth', 'insights.', 'architects', 'owners.', 'effectively.', 'eagerness', '401k']","['Small business', 'Business', 'Data flow diagram', 'Communication', 'Data model', 'Better', 'Data analysis', 'Data', 'Function model', 'Equal opportunity', 'Egalitarianism']","['cloud', 'database', 'statistics', 'supervised', 'unsupervised', 'machine learning', 'structured', 'database']","['team', 'communicate', 'team', 'team', 'team', 'team', 'team']","['python', 'python']"
241,"Field Marketing Manager, Analytics/Big Data",Hitachi Vantara,"['target account lists', 'pentaho marketing programs', 'field marketing experience', 'field marketing manager', 'regional marketing team', 'various marketing programs', 'target account objectives', 'ongoing account check-ins', 'key sales stakeholders', 'optimize marketing efforts', 'upcoming account requirements', 'hitachi vantara', 'regional field markeitng', 'global programs teams', 'new revenue streams', 'available program elements', 'development. qualifications   ba/bs', 'potential selling opportunities.', 'target accounts', 'geographically dispersed teams', 'complex technical concepts', 'outstanding work ethics', 'digital marketing.  ability', 'strong organizational skills', 'experience marketing', 'social marketing', 'sfdc experience', 'pentaho business', 'account planning', 'account goals', 'account plans', 'sales counterparts', 'sales team', 'sales plays.', 'vantara elevates', 'sales reps', 'sales viewpoints', 'iot experience', 'plan.  orchestrate', 'key contacts', 'key area', 'industry knowledge', 'intellectual property', 'data-managing solutions', 'domain expertise.', 'growth goals', 'employee-focused culture', 'critical role', 'multiple workloads', 'internal tools', 'available tools', 'local events', 'operational technology', 'creative ways', 'division.  responsibilities', 'regular updates', 'best targets', 'new pipeline', 'competitive info.', 'ongoing data', 'corporate it functions', 'communication skills', 'marital status', 'remote management', 'high performance', 'quality standards', 'innovation advantage', 'meticulous attention', 'national origin', 'software analytics', 'genetic information', 'local law', 'physical disability', 'transgender status', 'veteran status', 'strong background', 'sexual orientation', 'equivalent crm', 'ethnic origin', 'gender identity', 'company', 'customers', 'business.', 'enterprises', 'minimum', 'insights', 'mgmt', 'align', 'reviews', 'experiences', 'join', 'customer', 'managers', 'relationships', 'resources', 'value', 'sales.', 'track', 'modifications.', 'report']","['Marketing', 'Sales', 'Business', 'Selling', 'Communication']",[],"['team', 'team', 'team', 'creative', 'communicate', 'interpersonal', 'verbal', 'communicate']",[]
242,Sr. Manager/Associate Director - Data & Analytics,GroupM,"['off-shore teams. analytics', 'director -client engagement', 'regular basis. collaborator', 'demonstrable strategic thinking', 'ideal candidate', 'business results. business', 'technical teams building', 'client relationship skills', 'insights. insight delivery', 'gain theory', 'perspective. excellent communication', 'analytics projects', 'client lead', 'statistical validity', 'current offering', 'clients.  responsibilities', 'analytic models.', 'final approval', 'timely delivery', 'proper resources', 'analysis skills', 'data visualizations', 'analytical results', 'quality assurance', 'new opportunities', 'present findings', 'team meetings', 'bachelor’s degree.', 'technical skills', 'concise presentations', 'team members', 'fresh insights', 'visualization tools', 'ways', 'statistics', 'reports', 'development', 'experience', 'recommendations', 'ability', 'pluses', 'etl', 'compile', 'conclusions', 'groupm', 'reviews', 'decisions.', 'background', 'field', 'media.', 'individual', 'problem', 'management', 'product', 'history', 'record', 'marketing', 'confidence', 'implications', 'databases']","['Marketing', 'Data', 'Management', 'Team', 'Problem solving', 'Business terms', 'Relationship', 'Interpersonal relationship', 'The Red Chord', 'Analytic capacity']","['statistics', 'statistics', 'visualization']","['team', 'team', 'creative']",[]
243,Data Science Manager,Capital One,"['large scale data', 'scale data analysis', 'good. data science', 'messy data sets', 'big data tools', 'external data sources', 'rich data visualizations', 'information-based technology company.', 'officer richard fairbank', 'new open source', 'credit card industry', 'credit card offer', 'new qualified applicant', 'customer transaction records', 'data analytics', 'new york', 'open source programming', 'difference. basic qualifications', 'databases preferred qualifications', 'data scientist', 'textual data', 'abstract data', 'data skills', 'new scale', 'new technologies', 'new narratives', 'undefined problems', 'united states', 'data-driven decision-making.', 'right thing.', 'deep respect', 'human-readable form', 'disruptive idea.', 'statistical modeling', 'customer transactions', 'big opportunities', 'sql capital', 'edge technology', 'relational database', 'smartest people', 'computing technologies', 'financial lives.', 'superior results.', 'complex ideas', 'little innovation', 'company leaders', 'experience', 'digital banking', 'tools. wrangler.', 'roc curve', 'financial world', 'unmined territories.', 'everyday people', 'employment authorization', 'ideal candidate', 'interesting trends', 'customers', 'billions', 'machine', 'scala', 'master', 'hadoop', 'aws', 'python', 'obsess', 'petabytes', 'tableau', 'openness', 'humility', 'ingenuity', 'h2o', 'disruption', 'reviews', 'mission', 'success', 'advocacy', 'environment', 'perspective', 'chairman', 'associates', 'goals', 'dreams.', 'manager', 'center', 'team', 'operating', 'money', 'time', 'software', 'models', 'development', 'testing', 'production', 'impact', 'future', 'curious.', 'simplicity', 'map', 'creative.', 'founder.']","['Data', 'Data mining', 'Data analysis', 'Relational database', 'Open source', 'Richard Fairbank', 'Data visualization', 'Relation', 'Analytics', 'Business intelligence', 'Relational model', 'Chief executive officer', 'Machine learning', 'Relational database management system', 'Capital One', 'Fortune 500', 'Academic degree', 'Customer']","['database', 'database', 'visualization', 'programming', 'machine learning', 'machine learning', 'big data', 'machine learning']","['passion', 'creative', 'team', 'communicate']","['tableau', 'python', 'scala', 'sql', 'hadoop', 'spark', 'python', 'scala']"
244,Manager Data Analytics,BASF Corporation,"['basf corporation  job', 'basf employee', 'data analytics', 'artificial intelligence', 'manager data analytics', 'greater data analytics', 'support relevant development', 'rewarding work environment', 'data analytical problems.', 'standard  job id', 'cross-function consulting projects', 'artificial intelligence applications', 'regional business units', 'quality people development', 'novel scientific solutions', 'leadership skills. s/he', 'equal opportunity employer', 'greater personal success', 'high business impact', 'performance management. leaders', 'analytics.  proven track', 'sustainable future', 'dynamic career. qualifications', 'relevant peer-reviewed journals.', 'relationships.  leadership expectations', 'preferred.  thorough understanding', 'scientific community. effectiveness', 'superior consultancy mindset', 'workflows. excellent knowledge', 'robust retirement benefits', 'level.  excellent communication', 'strong project management', 'machine learning', 'higher education accreditation', 'track record', 'team members', 'development  location', 'job field', 'economic success', 'production. projects', 'lifelong learning', 'technical expertise', 'chemical company', 'future needs', 'disability status', 'process safety', 'marital status', 'chemistry happens…', 'law. description', 'incumbent needs', 'innovation projects', 'environmental protection', 'quality management', 'veteran status', 'north america.', 'better place', 'live cycle', 'production units', 'best employers', 'forbes magazine', 'unique opportunities', 'high degree', 'key role', 'social responsibility', 'academic collaborators', 'chemical industry', 'role models', 'project management.', 'competitive health', 'insurance plans', 'you…  ph.d.', 'global organization', 'safety culture', 'national origin', 'strong emphasis', 'new applications', 'functional leadership.', 'total rewards', 'statistical methods', 'excellence.  formula', 'interpersonal skills', 'multinational teams', 'public/private partnerships', 'company-matching contributions', 'inclusive environment', 'collaboration skills', 'equivalent  ingredients', 'innovation pipeline', 'value', 'experience', 'employees', 'research', 'e.g.', 'tarrytown', 'customers', 'chemistry.', 'science', 'statistics', 'engineering', 'liaise']","['BASF', 'Artificial intelligence', 'Scientific method', 'Leadership', 'Learning', 'Data analysis', 'Machine learning', 'Business intelligence']","['statistics', 'machine learning', 'statistics', 'machine learning']","['team', 'team', 'consulting', 'team', 'interpersonal', 'team']",[]
245,Data and Analytics Manager,ShopKeep,"['independent business owners', 'data small business', 'forward-looking data practices', 'building data tools', 'overall data experience', 'data architectures  coaching', 'workflows  non-relational data', 'data store management', 'empower independent business', 'data self-service', 'business leaders  performance', 'cash register business', 'looker  test-driven development', 'abstract business question', 'self-service bi tools', 'hands-on technical manager', 'standing desks  shopkeep', 'amazing customer care', 'field abstract requests.', 'excellent communication skills', 'database best practices.', 'policy  commuter benefits', 'strong sql skills', 'amazon web services', 'snack shelf  hackathons', 'equal opportunity employer', 'meditation sessions  massage', 'technical skills', 'data team.', 'data culture', 'data analysis', 'well-organized looker', 'debugging etl', 'small team', 'small businesses', 'awesome team', 'archaic point', 'big guys.', 'cloud-based architecture', 'sale systems', 'engineering teams', 'intuitive software', 'large project', 'thoughtful architecture', 'right way', 'future.  design', 'time-series analysis', 'steady delivery.', 'shopkeep.  respond', 'new things', 'team. influence', 'consumers.  scale', 'role model', 'software developers', 'careful naming', 'unsupervised machine', 'beer fridge', 'team.  ability', 'robust infrastructure', 'deep understanding', 'noble aim', 'database usage', 'future direction', 'continuous process', 'leadership   ability', 'company.', 'vision', 'technology', 'redis', 'terabytes', 'kpi', 'python', 'arima', 'frustration', 'rds', 'roadmap', 'reviews', 'kafka', 'stakeholders', 'mission', 'heart', 'communities.', 'pto', 'step', 'career', 'product', 'department', 'company', 'complete.', 'level', 'room', 'databases', 'opinions', 'growth', 'insights.', 'architects', 'owners.', 'effectively.', 'eagerness', '401k']","['Small business', 'Business', 'Data flow diagram', 'Communication', 'Data model', 'Better', 'Data analysis', 'Data', 'Function model', 'Equal opportunity', 'Egalitarianism']","['cloud', 'database', 'statistics', 'supervised', 'unsupervised', 'machine learning', 'structured', 'database']","['team', 'communicate', 'team', 'team', 'team', 'team', 'team']","['python', 'python']"
246,"Sr Manager, Data Driven Marketing Analytics",L'Oreal USA,"['marketing analytics', 'marketing analytics job', 'marketing analytics deliverables', 'beauty marketing analytics', 'successful analytics projects', 'overall analytics team', 'hoc analytics requests', 'analytics consulting role.', 'team member', 'marketing attribution lead', 'analytics data', 'key job accountabilities', 'collaborative team member', 'multi-touch attribution. experience', 'different stakeholder teams', 'marketing decisions', 'data. proven ability', 'deadlines. flexible communication', 'equal opportunity employer', 'legally protected status', 'marketing analytics.', 'marketing tactics.', 'data sources', ""l'oreal usa"", 'media experience', 'sr. manager', 'senior manager', 'digital media', 'key catalyst', 'analytical products', 'best practices', 'capabilities development', 'multiple stakeholders', 'main responsibilities', 'analytics-based recommendations', 'relevant experience.', 'media/integrated agency', 'others. curiosity', 'multiple projects', 'business users', 'decision making.', 'drive business', 'new ideas', 'vendor partners', 'right questions', 'strong partnerships', 'employment practices', 'competitive marketplace', 'mix modeling', 'medical condition', 'sexual orientation', 'creative approaches', 'thinking skills', 'veteran status', 'external suppliers', 'diverse environment.', 'national origin', 'organization', 'consumer', 'organization.', 'tenacity', 'scalability', 'roi', 'reviews', 'summary', 'l’oréal', 'core', 'marketing.', 'collection', 'crm.', 'finance', 'adoption', 'email', 'growth', 'background', 'priorities', 'variety', 'dmp', 'server', 'style', 'backgrounds.', 'levels.', 'value', 'performance', 'work', 'answers.', 'recruitment', 'training', 'promotion', 'race', 'color']","['Marketing', 'Strategic management', 'Marketing mix modeling', 'Discrimination', 'Critical thinking', 'Decision making', 'Equal opportunity', 'Egalitarianism', 'Marketing performance measurement and management']",[],"['creative', 'team', 'team', 'team', 'team', 'team', 'consulting', 'creative']",[]
247,Manager Data Analytics,BASF Corporation,"['basf corporation  job', 'basf employee', 'data analytics', 'artificial intelligence', 'manager data analytics', 'greater data analytics', 'support relevant development', 'rewarding work environment', 'data analytical problems.', 'standard  job id', 'cross-function consulting projects', 'artificial intelligence applications', 'regional business units', 'quality people development', 'novel scientific solutions', 'leadership skills. s/he', 'equal opportunity employer', 'greater personal success', 'high business impact', 'performance management. leaders', 'analytics.  proven track', 'sustainable future', 'dynamic career. qualifications', 'relevant peer-reviewed journals.', 'relationships.  leadership expectations', 'preferred.  thorough understanding', 'scientific community. effectiveness', 'superior consultancy mindset', 'workflows. excellent knowledge', 'robust retirement benefits', 'level.  excellent communication', 'strong project management', 'machine learning', 'higher education accreditation', 'track record', 'team members', 'development  location', 'job field', 'economic success', 'production. projects', 'lifelong learning', 'technical expertise', 'chemical company', 'future needs', 'disability status', 'process safety', 'marital status', 'chemistry happens…', 'law. description', 'incumbent needs', 'innovation projects', 'environmental protection', 'quality management', 'veteran status', 'north america.', 'better place', 'live cycle', 'production units', 'best employers', 'forbes magazine', 'unique opportunities', 'high degree', 'key role', 'social responsibility', 'academic collaborators', 'chemical industry', 'role models', 'project management.', 'competitive health', 'insurance plans', 'you…  ph.d.', 'global organization', 'safety culture', 'national origin', 'strong emphasis', 'new applications', 'functional leadership.', 'total rewards', 'statistical methods', 'excellence.  formula', 'interpersonal skills', 'multinational teams', 'public/private partnerships', 'company-matching contributions', 'inclusive environment', 'collaboration skills', 'equivalent  ingredients', 'innovation pipeline', 'value', 'experience', 'employees', 'research', 'e.g.', 'tarrytown', 'customers', 'chemistry.', 'science', 'statistics', 'engineering', 'liaise']","['BASF', 'Artificial intelligence', 'Scientific method', 'Leadership', 'Learning', 'Data analysis', 'Machine learning', 'Business intelligence']","['statistics', 'machine learning', 'statistics', 'machine learning']","['team', 'team', 'consulting', 'team', 'interpersonal', 'team']",[]
248,DM Business Analysis Group Mgr. (Digital Marketing),Citi,"['citi cards n.a.', 'credit card', 'digital marketing', 'digital marketing agenda', 'digital spend. customer', 'digital marketing strategies', 'techniques. drive marketing', 'digital marketing campaigns/strategies', 'digital marketing capabilities', 'deep understanding', 'credit card industry.', 'well-developed marketing analytics', 'strong leadership skills', 'degree job function', 'credit card financials', 'credit card industry', 'description  citi', 'job employee status', 'strong entrepreneurial skills', 'credit card p&l', 'organization deep understanding', 'time job id', 'pre-eminent global brand', 'regular travel time', 'delivers industry-leading products', 'states,new york,long island', 'global payments team', 'decision management schedule', 'high impact team', 'broad product scope', 'apple pay identify', 'new targeting capabilities', 'industry leading analytics', 'organization key responsibilities', 'retailer card-on-file wallets', 'various analytical tools', 'effective project management.', 'track project plans', 'evolution co-own business', 'fast paced environment.', 'multiple deliverables.  qualifications', 'customer behavior', 'innovative strategies', 'newer payment methods', 'business benefit exposure', 'digital agenda', 'digital tests', 'strong partnerships', 'digital channels', 'rapid testing', 'drive execution', 'rapid test', 'card member', 'branded cards', 'rapid rate', 'customer profitability', 'comprehensive understanding', 'rapid innovation', 'rapid pace', 'innovative products', 'customer needs', 'new channel', 'in-market tests.', 'drastic change', 'os wallets', 'new areas', 'market leader', 'rewarding opportunities', 'business partners', 'market-leading talent', 'primary location', 'city education', 'leadership position', 'dynamic organization.', 'payment systems', 'broad visibility', 'multiple projects', 'learn. design', 'bachelor’s degree', 'outstanding professionals', 'value gain', 'historical offers', 'senior leaders', 'full-time shift', 'financial strength', 'attribution technology', 'graduate level', 'conduct data', 'executive sponsors.', 'influential leader', 'future campaigns', 'program recommendations', 'quantitative disciplines', 'operations', 'experience', 'reviews', 'distribution', 'services', 'clients']","['Marketing', 'Leadership', 'Payment', 'Credit card', 'Money', 'Marketing strategy', 'Customer', 'Citibank', 'Digital television', 'Marketing plan']",['statistics'],"['team', 'team', 'team', 'communicate']",[]
249,"Analytics Manager, MRM//McCann",Worldgroup Careers,"['analytics  media optimization', 'digital media analytics', 'online campaign analytics', 'sql  web analytics', 'marketing industry experience', 'leadership skills  experience', 'expertise-including deep experience', 'analytics practice', 'indispensable marketing agency', 'media  creative optimization', 'data integrity  experience', 'senior audience  experience', 'robust analytics', 'effective marketing programs', 'google analytics', 'global digital marketing', 'research plans  design', 'senior stakeholders  ability', 'market research  assess', 'multivariate test design', 'direct marketing background', 'gartner magic quadrants', 'offline media  analyze', 'disparate data sources', 'management  team management', 'actionable optimization recommendations', 'digital business transformation', 'different go-to-market strategies', 'ms office skills', 'campaign management tools', 'customer relationship agency', 'new business  ability', 'techniques  agency background', 'strong analytical skills', 'dynamic client situations', 'measurable business impact', 'long-term retainer engagements', 'occupationally irrelevant criteria.', 'meaningful relationships', 'innovative talent', 'equal opportunity employer', 'plus  experience', 'client stakeholders', 'internal stakeholders', 'magic  mrm//mccann', 'media properties', 'digital world.', 'creative executions', 'market tests', 'skills. mrm//mccann', 'implementation  design', 'analytical tools', 'skills  m.a.', 'operations research', 'segmentation studies', 'benchmark performance', 'digital transformation', 'creative solutions', 'gartner inc.', 'job title', 'market simulations', 'business strategy', 'strategic recommendations', 'dynamic environment', 'capture performance', 'worldgroup careers', 'internal resources', 'world.  responsibilities', 'ms word', 'social science', 'strategic services', 'cross-sell  creativity', 'historical databases', 'plus.  minimum', 'solid foundation', 'ideas power', 'unique challenges', 'middle name.', 'vba  php', 'global vision', 'quantitative degree', 'concept tests', 'important things', 'significant plus.', 'marital status', 'endless possibilities', 'veteran status', 'sexual orientation', 'strong attention', 'ethnic origin', 'diverse workplace', 'clients', 'projects', 'statistics', 'people.', 'agencies', 'technology', 'omniture']","['Marketing', 'Web analytics', 'Political campaign', 'Discrimination', 'Google', 'Egalitarianism', 'Stakeholder', 'Gartner', 'Strategic management', 'Digital World', 'Digital', 'Management']","['statistics', 'statistics', 'database']","['creative', 'consulting', 'team', 'creative', 'creative', 'team', 'creative']",['sql']
250,"Manager, Gain Theory (Mixed Modeling, Analytics)",GroupM,"['extensive econometric modeling', 'gain theory team', 'stakeholders.  key responsibilities', 'market place relevance', 'new tools remuneration', 'help manage analyst', 'external client meetings', 'econometric projects', 'econometric models', 'actionable solutions', 'external stakeholders', 'exciting opportunity', 'new york', 'results implementation', 'objective setting', 'relationship management', 'data collection', 'key objectives', 'acceptable standard', 'senior management', 'non-technical audiences', 'client presentations', 'train analysts', 'non-econometric projects', 'innovative individual', 'attitude \uf0a7 desire', 'analytical processes', 'communication skills', 'new skills', 'strong attention', 'ability', 'responsibility', 'manager', 'experience', 'outputs', 'versatility', 'groupm', 'forge', 'reviews', 'variety', 'dissemination', 'deployment', 'aspects', 'clients', 'agencies', 'variables', 'resources', 'relationships', 'work', 'involvement', 'purpose', 'respect', 'creation', 'procedures', 'software', 'implications']","['Management', 'Econometric model', 'Econometrics', 'Interpersonal relationship', 'Output', 'Responsibility', 'Analyst', 'Econometric models', 'Project management', 'Input', 'Individual responsibility', 'Project']",[],"['team', 'team', 'interpersonal', 'team']",[]
251,"Initiative - Manager, Analytics",IPG Mediabrands,"['skills strong background', 'uncover business opportunities', 'vague business problem', 'preferred work experience', 'independent critical thinking', 'modeling superior ability', 'partner agencies design', 'regression based modeling', 'junior team members', 'multiple stakeholders capacity', 'senior levels attention', 'media planners', 'communication planners', 'analytics manager', 'brainstorming sessions', 'analytic creativity', 'college/university s./m.s.', 'impactful presentations', 'analytic solution', 'substantial amounts', 'extensive experience', 'reports ability', 'media skills', 'analytics function', 'statistical modeling', 'ipg mediabrands', 'social media', 'custom analyses', 'numerical optimizations', 'client relationships', 'analytical techniques', 'hands-on individuals', 'intellectual leadership', 'problem conceptualization', 'creative teams', 'external clients', 'essential functions', 'data mining', 'wide range', 'data sources', 'analytical thinking', 'statistical analysis', 'website visits', 'qualifications  education', 'brand equity', 'solution design', 'optimization languages', 'meeting settings', 'organizational skills', 'data-management', 'marketing', 'reviews', 'variety', 'sales', 'search', 'statistics', 'mathematics', 'economics', 'finance', 'science']","['Critical thinking', 'Mathematics', 'Marketing', 'Communication', 'Thought', 'Data analysis', 'Writing', 'Statistics', 'Logic', 'Sociology', 'Analysis', 'Data', 'Problem solving', 'Psychology', 'Regression analysis', 'Cognitive science', 'Greek loanwords', 'Brainstorming', 'Creativity', 'Strategic management', 'Business intelligence', 'Applied mathematics', 'Analytic', 'Management', 'Statistical theory', 'Mathematical analysis', 'Media', 'Strong Interest Inventory', 'Analytical chemistry', 'Analytic philosophy', 'Analytic capacity', 'Analytics', 'Marketing mix modeling', 'Scientific method', 'Team', 'Skill', 'Business analytics']","['statistics', 'regression']","['team', 'creative', 'team', 'interpersonal', 'verbal', 'verbal']",[]
