,Course Name,Course Description,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
69,Statistical Inference and Computation II,Methods for dealing with the multiple testing problem. Bayesian reasoning for data science. How to formulate and implement inference using the prior-to-posterior paradigm.,"['multiple testing problem', 'Bayesian reasoning', 'prior-to-posterior paradigm', 'data science']",['Scientific method'],[],[],[]
70,Advanced Machine Learning,"Advanced machine learning methods, with an undercurrent of natural language processing (NLP) applications. Bag of words, recommender systems, topic models, ranking, natural language as sequence data, POS tagging, CRFs for named entity recognition and RNNs for text synthesis. An introduction to popular NLP libraries in Python.","['popular NLP libraries', 'natural language', 'recommender systems', 'POS tagging', 'entity recognition', 'Advanced machine', 'sequence data', 'topic models', 'text synthesis', 'undercurrent', 'Bag', 'ranking', 'Python']","['Natural language processing', 'Machine learning', 'Named entity recognition', 'Computational linguistics', 'Learning', 'Natural language', 'Linguistics', 'Language', 'C', 'Tasks of Natural language processing', 'Set', 'Message Understanding Conference', 'Programming language']","['machine learning', 'natural language processing']",[],['Python']
71,Spatial and Temporal Models,Model fitting and prediction in the presence of correlation due to temporal and/or spatial association. ARIMA models and Gaussian processes.,"['ARIMA models', 'Gaussian processes', 'spatial association', 'correlation', 'prediction', 'presence']","['Model', 'Autoregressive integrated moving average', 'Normal distribution']",[],[],[]
72,Experimentation and Causal Inference,"Statistical evidence from randomized experiments versus observational studies. Applications of randomization, e.g., A/B testing for website optimization.","['randomized experiments', 'observational studies', 'Statistical evidence', 'A/B testing', 'website optimization', 'randomization']","['Randomized controlled trial', 'Design of experiments', 'Scientific method', 'Experimental design']",[],[],[]
73,Data Visualization II,"How to make principled and effective choices with respect to marks, spatial arrangement, and colour. Analysis, design, and implementation of interactive figures. How to provide multiple views, deal with complexity, and make difficult decisions about data reduction.","['spatial arrangement', 'effective choices', 'difficult decisions', 'data reduction', 'multiple views', 'interactive figures', 'respect', 'marks', 'colour', 'complexity', 'deal', 'Analysis', 'design']",['Design'],[],[],[]
74,Capstone Project,"A mentored group project based on real data and questions from a partner within or outside the university. Students will formulate questions and design and execute a suitable analysis plan. The group will work collaboratively to produce a project report, presentation, and possibly other products, such as a web application.","['mentored group project', 'suitable analysis plan', 'possibly other products', 'real data', 'web application', 'project report', 'partner', 'questions', 'university', 'Students', 'design']","['Project management', 'Web 2.0', 'University', 'Plan']",[],[],[]
75, Designs of Algorithms and Programming for Massive Data,"To introduce students to the theory and design of algorithms to acquire and process large dimensional data. Advanced data structures, graph algorithms,åÊand algebraic algorithms. Complexity analysis, complexity classes, and NP-completeness, approximation algorithms and parallel algorithms. Study of algorithmic techniques and modeling frameworks that facilitate the analysis of massively large amounts of data. Introduction to information retrieval, streaming algorithms and analysis of web searches and crawls.","['algorithms,åÊand algebraic algorithms', 'large dimensional data', 'massively large amounts', 'approximation algorithms', 'parallel algorithms', 'Advanced data structures', 'complexity classes', 'Complexity analysis', 'algorithmic techniques', 'modeling frameworks', 'information retrieval', 'web searches', 'NP-completeness', 'crawls', 'graph', 'students', 'theory', 'design']","['Algorithm', 'Computational complexity theory', 'Numerical analysis', 'Discrete mathematics', 'Parallel algorithm', 'Approximation algorithm', 'Web search engine', 'Computer program', 'Mathematical logic', 'Distributed algorithms', 'Algorithms', 'Graph theory', 'Algorithmic efficiency', 'Analysis of algorithms', 'Chess', 'Big O notation', 'Manifold', 'Mathematics', 'Computer', 'Information retrieval', 'Introduction', 'Computer science', 'RP', ""Kruskal's algorithm"", 'Deterministic algorithm', 'Parallel computing', 'NP-complete', 'Process architecture', 'Branch and bound']","['algorithms', 'algorithms', 'algorithms', 'algorithms', 'algorithms', 'algorithms']",[],[]
76, Machine Learning ,Overview of artificial learning systems. Supervised and unsupervised learning. Statistical models. Decision trees. Clustering. Feature extraction. Artificial neural networks. Reinforcement learning. Applications to pattern recognition Overview of artificial learning systems. Supervised and unsupervised learning. Statistical models. Decision trees. Clustering. Feature extraction. Artificial neural networks. Reinforcement learning. Applications to pattern recognition and data mining.,"['Artificial neural networks', 'artificial learning systems', 'Feature extraction', 'unsupervised learning', 'Decision trees', 'Statistical models', 'Reinforcement learning', 'data mining', 'Clustering', 'Applications', 'recognition']","['Machine learning', 'Pattern recognition', 'Artificial neural network', 'Neural network', 'Supervised learning', 'Unsupervised learning', 'Decision tree learning', 'Formal sciences', 'Artificial intelligence', 'Data', 'Predictive analytics']","['Supervised', 'unsupervised', 'Clustering', 'Supervised', 'unsupervised', 'Clustering']",[],[]
77, Management of Big Data and Big Data Tools,"The course will discuss data management techniques for storing and analyzing very large amounts of data. The emphasis will be on columnar databases and on Map Reduce as a tool for creating parallel algorithms that can process very large amounts of data. Big Data applications, Columnar stores, distributed databases, Hadoop, Locality Sensitive Hashing (LSH), Dimensionality reduction, Data streams, unstructured data processing, NoSQL, and NewSQL.åÊ","['Locality Sensitive Hashing', 'large amounts', 'data management techniques', 'unstructured data processing', 'Columnar stores', 'Big Data applications', 'columnar databases', 'Dimensionality reduction', 'parallel algorithms', 'Map Reduce', 'Data streams', 'Hadoop']","['Computer program', 'Data', 'Data management', 'Parallel algorithm', 'Parallel computing', 'Algorithm', 'MapReduce', 'Halting problem', 'Distributed algorithms']","['algorithms', 'Big Data', 'unstructured', 'NoSQL']",[],['Hadoop']
78, Data Mining and Prescriptive Analysis ,The course teaches to use data to recommend optimum course of action to achieve the optimum outcome and to formulate new products and services in a data driven manner. The course will cover all these issues and will illustrate the whole process by examples. Special emphasis will be given to data mining and computational techniques as well as optimization and stochastic optimization techniques.åÊ,"['stochastic optimization techniques.åÊ', 'optimum outcome', 'optimum course', 'new products', 'Special emphasis', 'computational techniques', 'data mining', 'manner', 'action', 'services', 'issues', 'process']","['Global optimization', 'Optimization', 'Data', 'Operations research']",[],[],[]
79," Soft Skills, Research and Communication ",The course will focus on communicating and presenting data analysis results. It aims at building the competency in story telling from the numbers.åÊ,"['data analysis results', 'competency', 'course', 'story', 'numbers.åÊ']","['Storytelling', 'Data']",[],[],[]
80,Major Research Project,"The student is required to conduct an applied advanced research project. The project will be carried out under the guidance of a supervisor.åÊ On completion of the project, the results are submitted in a technical report format to an examining committee and the student will make an oral presentation of the report to the committee for assessment and grading of the report.åÊ The student is expected to provide evidence of competence in the carrying out of a technical project and present a sound understanding of the material associated with the research project. This is a ÛÏMilestone.ÛåÊ","['technical report format', 'research project', 'oral presentation', 'sound understanding', 'technical project', 'student', 'committee', 'competence', 'completion', 'grading', 'guidance', 'evidence', 'supervisor.åÊ', 'results', 'assessment', 'report.åÊ']",['Research'],[],[],[]
81,Introduction to Data Science,"Data Science is a dynamic and fast growing field at the interface of Statistics and Computer Science. The emergence of massive datasets containing millions or even billions of observations provides the primary impetus for the field. Such datasets arise, for instance, in large-scale retailing, telecommunications, astronomy, and internet social media. This course will emphasize practical techniques for working with large-scale data. Specific topics covered will include statistical modeling and machine learning, data pipelines, programming languages, ""big data"" tools, and real world topics and case studies. The use of statistical and data manipulation software will be required. Course intended for non-quantitative graduate-level disciplines. This course will not count towards degree requirements for graduate programs such as Statistics, Computer Science, or Data Science. Students should inquire with their respective programs to determine eligibility of course to count towards minimum degree requirements. This course does not fulfill any major requirements for undergraduate degree programs offered by Computer Science.","['fast growing field', 'non-quantitative graduate-level disciplines', 'data manipulation software', 'real world topics', 'Data Science', 'undergraduate degree programs', 'minimum degree requirements', 'massive datasets', 'large-scale retailing', 'primary impetus', 'large-scale data', 'data pipelines', 'social media', 'practical techniques', 'big data', 'machine learning', 'programming languages', 'case studies', 'Specific topics', 'statistical modeling', 'respective programs', 'major requirements', 'graduate programs', 'course', 'Statistics', 'billions', 'instance', 'emergence', 'millions', 'observations', 'interface', 'eligibility', 'telecommunications', 'astronomy']","['Scientific method', 'Programming language', 'Mathematics', ""Bachelor's degree"", 'Computer program', 'Algorithm', 'Computer', 'Computer science', 'Postgraduate education', 'Electrical engineering', 'Statistics', 'Object-oriented programming', 'Data Manipulation Language', 'Artificial intelligence', 'Data set', 'Software engineering', 'SQL', 'Academic degree', 'Applied mathematics', 'Doctorate', 'Computational science', 'Undergraduate education', 'Academic degrees', 'Data', 'Computer programming', 'Higher education', 'Graduate school', 'Requirement', 'Case study', 'Field', 'Machine code', 'Islamic Golden Age', 'Undergraduate degree', 'Learning', 'University', 'Requirements analysis', 'Programmer']","['Statistics', 'machine learning', 'programming', 'big data', 'Statistics']",[],[]
82,Computer Systems for Data Science,"An introduction to computer architecture and distributed systems with an emphasis on warehouse scale computing systems. Topics will include fundamental tradeoffs in computer systems, hardware and software techniques for exploiting instruction-level parallelism, data-level parallelism and task level parallelism, scheduling, caching, prefetching, network and memory architecture, latency and throughput optimizations, specialization, and an introduction to programming data center computers.","['task level parallelism', 'instruction-level parallelism', 'data-level parallelism', 'scale computing systems', 'programming data center', 'fundamental tradeoffs', 'software techniques', 'memory architecture', 'latency', 'optimizations', 'caching', 'specialization', 'warehouse', 'introduction', 'scheduling', 'emphasis', 'Topics', 'hardware']","['Computer', 'Operating system', 'Software engineering', 'Computer program', 'Computer science', 'Computing', 'Von Neumann architecture', 'Computer data storage', 'Programmer', 'Computer programming']",['programming'],[],[]
83,Machine Learning for Data Science,"COMS 4721 is a graduate-level introduction to machine learning. The course covers basic statistical principles of supervised machine learning, as well as some common algorithmic paradigms. Additional topics, such as representation learning and online learning, may be covered if time permits.","['common algorithmic paradigms', 'graduate-level introduction', 'supervised machine', 'time permits', 'statistical principles', 'Additional topics', 'machine learning', 'representation learning', 'online learning', 'COMS']","['Supervised learning', 'Machine learning']","['machine learning', 'supervised', 'machine learning']",[],[]
84,Algorithms for Data Science,"Methods for organizing data, e.g. hashing, trees, queues, lists, priority queues. Streaming algorithms for computing statistics on the data. Sorting and searching. Basic graph models and algorithms for searching, shortest paths, and matching. Dynamic programming. Linear and convex programming. Floating point arithmetic, stability of numerical algorithms, Eigenvalues, singular values, PCA, gradient descent, stochastic gradient descent, and block coordinate descent. Conjugate gradient, Newton and quasi-Newton methods. Large scale applications from signal processing, collaborative filtering, recommendations systems, etc.","['stochastic gradient descent', 'Basic graph models', 'priority queues', 'Large scale applications', 'Conjugate gradient', 'e.g. hashing', 'numerical algorithms', 'shortest paths', 'singular values', 'convex programming', 'collaborative filtering', 'Dynamic programming', 'signal processing', 'recommendations systems', 'quasi-Newton methods', 'data', 'Eigenvalues', 'PCA', 'stability', 'Linear', 'trees', 'lists']","['Numerical analysis', 'Optimization algorithms', 'Floating point', 'Optimization', 'Mathematics', 'Graph theory', 'Computer', 'Algorithm', 'Gradient descent', 'Function', 'Computer program', 'Shortest path problem', 'Fixed-point arithmetic', 'Computing', 'Path', ""Newton's method in optimization"", 'Rational number', 'Derivative', 'Fortran', 'Computer science', 'Quadratic programming', 'Convex optimization']","['algorithms', 'statistics', 'descent', 'algorithms', 'programming', 'Linear', 'programming', 'algorithms', 'gradient', 'descent', 'gradient']",[],[]
85,Probability Theory,"A calculus-based introduction to probability theory. Topics covered include random variables, conditional probability, expectation, independence, Bayes' rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov's inequality.","['moment generating functions', 'central limit theorem', 'conditional probability', 'probability theory', 'calculus-based introduction', 'important distributions', 'joint distributions', 'random variables', 'large numbers', 'expectation', 'Bayes', 'inequality', 'Markov', 'independence', 'rule', 'Topics']","['Probability theory', 'Probability', 'Event', 'Random variable', 'Variance', 'Conditional probability', 'Probability space', 'Probability density function', 'Expected value', ""Bayes' theorem"", 'Law of large numbers', 'Moment']","['probability', 'probability']",[],[]
86,Probability & Statistics for Data Science,"This course covers the following topics: Fundamentals of probability theory and statistical inference used in data science; Probabilistic models, random variables, useful distributions, expectations, law of large numbers, central limit theorem; Statistical inference; point and confidence interval estimation, hypothesis tests, linear regression.","['confidence interval estimation', 'central limit theorem', 'statistical inference', 'random variables', 'Probabilistic models', 'linear regression', 'probability theory', 'useful distributions', 'following topics', 'hypothesis tests', 'data science', 'large numbers', 'expectations', 'Fundamentals', 'course', 'law']","['Statistics', 'Statistical inference', 'Probability theory', 'Probability', 'Confidence interval', 'Theory', 'Variance', 'Event', 'Mathematics', 'Random variable', 'Statistical hypothesis testing', 'Interval estimation', 'Probability space', 'Normal distribution', 'Prediction interval', 'Stochastic process', 'Scientific method', 'Decision theory', 'Experiment', 'Expected value', 'Estimation theory', 'Central limit theorem', 'Theorem', 'Credible interval', 'Applied mathematics', 'Probability and statistics', 'Inference', 'Probability density function', 'Regression analysis', 'Probabilistic logic', 'Linear regression', 'Nuisance parameter', 'Convergence of random variables', 'Law of large numbers', 'Function', 'Integral']","['probability', 'regression']",[],[]
87,Exploratory Data Analysis & Visualization,"Fundamentals of data visualization, layered grammar of graphics, perception of discrete and continuous variables, introduction to Mondran, mosaic pots, parallel coordinate plots, introduction to ggobi, linked pots, brushing, dynamic graphics, model visualization, clustering and classification.","['parallel coordinate plots', 'mosaic pots', 'data visualization', 'continuous variables', 'model visualization', 'dynamic graphics', 'Fundamentals', 'clustering', 'perception', 'grammar', 'introduction', 'Mondran']","['Computer graphics', 'Graphic design']","['data visualization', 'visualization', 'clustering']",[],[]
88,Statistical Inference & Modeling,"Course covers fundamentals of statistical inference and testing, and gives an introduction to statistical modeling. The first half of the course will be focused on inference and testing, covering topics such as maximum likelihood estimates, hypothesis testing, likelihood ratio test, Bayesian inference, etc. The second half of the course will provide introduction to statistical modeling via introductory lectures on linear regression models, generalized linear regression models, nonparametric regression, and statistical computing. Throughout the course, real-data examples will be used in lecture discussion and homework problems.","['linear regression models', 'generalized linear regression', 'maximum likelihood estimates', 'likelihood ratio test', 'statistical inference', 'Bayesian inference', 'statistical modeling', 'nonparametric regression', 'hypothesis testing', 'homework problems', 'introductory lectures', 'lecture discussion', 'real-data examples', 'statistical computing', 'half', 'course', 'introduction', 'fundamentals']","['Statistical inference', 'Statistical theory', 'Regression analysis', 'Linear regression', 'Likelihood function', 'Bayesian inference', 'Estimation theory', 'Generalized linear model', 'Bayes factor', 'Logic and statistics', 'Scientific method', 'Likelihood principle', 'Maximum likelihood', 'Statistics', 'Nonparametric regression', 'Likelihood-ratio test', 'Confidence interval', 'Decision theory', ""Bayes' theorem"", 'Bayesian statistics', 'Psychometrics', 'Statistical hypothesis testing', 'Null hypothesis', 'Statistical significance']","['regression', 'regression', 'regression']",[],[]
89,Translational Bioinformatics,"MS students are encouraged to explore courses offered across the university and take advantage of the expertise in a wide range of disciplines at Columbia. Prior to registration, students receive advisement to determine if a course of interest is relevant and meets the criteria of a 4000-level or higher, technical course completed for a letter grade. You're welcome to explore the CU Directory of Classes for possible courses: http://www.columbia.edu/cu/bulletin/uwb/","['CU Directory', 'wide range', 'MS students', 'technical course', 'possible courses', 'advisement', 'advantage', 'disciplines', 'criteria', 'university', 'expertise', 'Columbia', 'registration', 'letter', 'grade', 'Classes']",[],[],[],[]
90,Topics in Computer Science: Applied Machine Learning,"Please note that many departments, including DSI, give registration priority to their students.åÊ Space permitting, courses are then opened up to students outside the department.","['registration priority', 'students.åÊ Space', 'DSI', 'note', 'departments', 'courses', 'department']",['Department store'],[],[],[]
91,Topics in Computer Science: Causal Inference for Data Science,ELECTIVE EXAMPLESThe following courses are examples of classes that MS students have used for elective credit. Courses offerings are dependent on faculty availabilty and may vary each semester. ,"['ELECTIVE EXAMPLESThe following', 'elective credit', 'Courses offerings', 'faculty availabilty', 'semester', 'classes', 'students']",[],[],[],[]
92,Topics in Computer Science: Elements of Data Science: A First Course,"Methods in biomedical data science (i.e. translational bioinformatics) for graduate students and upperclassmen. Students study the statistical and computational algorithms to evaluate large biomedical data, including sequence analysis, application of supervised and unsupervised machine learning, graph theoretic models and network analysis, and chemical informatics. They study how to apply these algorithms to biomedical domains in non-human genetics, human genetics, pharmacology, and public health. Successful completion of the course readies the student for graduate level research in translational bioinformatics.","['biomedical data science', 'translational bioinformatics', 'large biomedical data', 'graph theoretic models', 'graduate level research', 'biomedical domains', 'unsupervised machine', 'computational algorithms', 'Successful completion', 'non-human genetics', 'chemical informatics', 'sequence analysis', 'graduate students', 'network analysis', 'public health', 'human genetics', 'upperclassmen']","['Computer science', 'Algorithm', 'Scientific method', 'Science', 'Health', 'Machine learning', 'Bioinformatics', 'Computer program', 'Discrete mathematics', 'Graduate school', 'Unsupervised learning', 'Human', 'Learning', 'Mathematical analysis', 'Biostatistics', 'Cauchy sequence', 'Computer', 'Mathematics', 'Education', 'Statistics', 'Cheminformatics', 'Genomics', 'Greek loanwords', 'Genetics', 'Artificial intelligence', 'Graph theory', 'Genetic algorithm', 'Human genome', 'Theoretical computer science', 'Student', 'Computational science', 'Humans', 'Computational learning theory', 'Cognitive science']","['algorithms', 'supervised', 'unsupervised', 'machine learning', 'algorithms']",[],[]
93,Topics in Computer Science: Machine Learning Products for Data Science,"This class offers a hands-on approach to machine learning and data science. The class discusses the application of machine learning methods like SVMs, Random Forests, Gradient Boosting and neural networks on real world dataset, including data preparation, model selection and evaluation. This class complements COMS W4721 in that it relies entirely on available open source implementations in scikit-learn and tensor flow for all implementations. Apart from applying models, we will also discuss software development tools and practices relevant to productionizing machine learning models.","['real world dataset', 'open source implementations', 'software development tools', 'Gradient Boosting', 'hands-on approach', 'Random Forests', 'tensor flow', 'data science', 'neural networks', 'model selection', 'data preparation', 'SVMs', 'class', 'COMS', 'models', 'machine', 'application', 'methods', 'evaluation']","['Machine learning', 'Computer program', 'Learning', 'Statistical classification', 'Memory leak']","['machine learning', 'machine learning', 'Random Forests', 'machine learning']",[],[]
94,NLP: Computational Models of Social Meaning,"This course is designed as an introduction to elements that constitutes the skill set of a data scientist. The course will focus on the utility of these elements in common tasks of a data scientist, rather than their theoretical formulation and properties. The course provides a foundation of basic theory and methodology with applied examples to analyze large engineering, business, and social data for data science problems. Hands-on experiments with R or Python will be emphasized.","['data scientist', 'data science problems', 'skill set', 'theoretical formulation', 'Hands-on experiments', 'common tasks', 'basic theory', 'large engineering', 'social data', 'course', 'elements', 'methodology', 'Python', 'introduction']","['Science', 'Scientific method', 'Theory', 'Experiment', 'Physics', 'Mathematics', 'Hypothesis', 'Empiricism', 'Chemistry', 'Engineering', 'Research', 'Economics', 'Falsifiability', 'Fact', 'Prime number']",[],[],"['R', 'Python']"
95,Topics in Computer Science: Projects in Data Science: A First Course,This applied Natural Language Processing course will focus on computational methods for extracting social and interactional meaning from large volumes of text and speech (both traditional media and social media). Topics will include:,"['Natural Language Processing', 'interactional meaning', 'large volumes', 'computational methods', 'traditional media', 'social media', 'course', 'text', 'speech']","['Linguistics', 'Semantics']",['Natural Language Processing'],[],[]
96,Topics in Information Processing: Big Data Analytics,"Instructors: Patrick Houlihan, David ShilaneThis course will introduce students to the practice of Data Science. Across many practice areas, Data Science is applied to generate knowledge and improve the quality of products and services. The form of this work can incorporate a wide variety of information sources, analytical methods, technological systems, and reporting formats. This course will provide exposure to the tools and techniques of Data Science while exploring a number of representative Practice Areas, Methods, and Software Skills","['Data Science', 'David ShilaneThis course', 'representative Practice Areas', 'Patrick Houlihan', 'technological systems', 'wide variety', 'information sources', 'Software Skills', 'analytical methods']","['Science', 'Technology', 'Scientific method', 'Epistemology', 'The Practice']",[],[],[]
97,"Topics in Information Processing: Deep Learning for Computer Vision, Speech, and Language","With the advance of IT storage, processing, computation, and sensing technologies, Big Data has become a novel norm of life. Only until recently, computers are able to capture and analysis all sorts of large-scale data from all kinds of fields -- people, behavior, information, devices, sensors, biological signals, finance, vehicles, astronology, neurology, etc. Almost all industries are bracing into the challenge of Big Data and want to dig out valuable information to get insight to solve their challenges. This course shall provide the fundamental knowledge to equip students being able to handle those challenges. This discipline inherently involves many fields. Because of its importance and broad impact, new software and hardware tools and algorithms are quickly emerging. A data scientist needs to keep up with this ever changing trends to be able to create a state-of-the-art solution for real-world challenges.","['Big Data', 'novel norm', 'real-world challenges', 'biological signals', 'equip students', 'large-scale data', 'valuable information', 'fundamental knowledge', 'state-of-the-art solution', 'data scientist', 'broad impact', 'new software', 'hardware tools', 'fields', 'sorts', 'computation', 'neurology', 'discipline', 'advance', 'kinds', 'sensors', 'storage', 'processing', 'technologies', 'life', 'insight', 'computers', 'people', 'behavior', 'devices', 'finance', 'vehicles', 'astronology', 'importance', 'trends']","['Computer', 'Want', 'Life', 'Need', 'WANT', 'Challenge', 'Computer program']","['Big Data', 'Big Data', 'algorithms']",[],[]
98,Topics in Quantitative Finance: Big Data in Finance,"The vast proliferation of data and increasing technological complexities continue to transform the way industries operate and compete. Over the last two years, 90 percent of the data in the world has been created as a result of the creation of 2.5 quintillion bytes of data on a daily basis. Commonly referred to as big data, this rapid growth and storage creates opportunities for collection, processing and analysis of structured and unstructured data. Financial services, in particular, have widely adopted big data analytics to inform better investment decisions with consistent returns. In conjunction with big data, algorithmic trading uses vast historical data with complex mathematical models to maximize portfolio returns. The continued adoption of big data will inevitably transform the landscape of financial services. However, along with its apparent benefits, significant challenges remain in regards to big dataÛªs ability to capture the mounting volume of data. The increasing volume of market data poses a big challenge for financial institutions. Along with vast historical data, banking and capital markets need to actively manage ticker data. Likewise, investment banks and asset management firms use voluminous data to make sound investment decisions. Insurance and retirement firms can access past policy and claims information for active risk management. The course will be a mix of Theory and practice with real big data cases in finance. We will invite guest lecturers mostly for real Big Data Finance Applications. We will give MATLAB, R or Python examples.","['big data', 'vast historical data', 'real big data', 'big data analytics', 'Big Data Finance', 'big data cases', 'better investment decisions', 'financial services', 'big data\x89Ûªs ability', 'complex mathematical models', 'sound investment decisions', 'asset management firms', 'active risk management', 'vast proliferation', 'unstructured data', 'voluminous data', 'ticker data', 'market data', 'technological complexities', 'way industries', 'consistent returns', 'daily basis', 'portfolio returns', 'big challenge', 'apparent benefits', 'algorithmic trading', 'continued adoption', 'rapid growth', 'guest lecturers', 'financial institutions', 'significant challenges', 'capital markets', 'investment banks', 'Python examples', 'retirement firms', 'volume', 'regards', 'percent', 'bytes', 'world', 'creation', 'result', 'conjunction', 'storage', 'opportunities', 'collection', 'processing', 'analysis', 'MATLAB', 'landscape', 'banking', 'Applications', 'Insurance', 'policy']","['Investment', 'Financial services', 'Investment management', 'Corporate finance', 'Finance', 'Bank', 'Risk', 'Insurance', 'Financial markets', 'Economics', 'Business intelligence', 'Data analysis', 'Capital', 'Bond', 'Unstructured data', 'Collective investment scheme', 'Management']","['big data', 'structured', 'unstructured', 'big data', 'big data', 'big data', 'big data', 'Big Data']",[],"['Python', 'MATLAB', 'R']"
99,Topics in Modern Statistics: Applied Machine Learning for Financial Modeling and Forecasting,"The course focuses on translating technical expertise into work-place solutions by teaching students to: (1) identify relevant shortfalls inåÊ traditional processes; (2) precisely match datasets and machine learning features to overcome these shortfalls; (3) narrowly define value to fit work place processes, analytical framework, and bottom line.åÊ Each class will be structured as an actual end-to-end work-place project and use concrete examples to teach students to design, build and deliver solutionsåÊ that integrate these considerations. A combination of assignments, presentation, and research paper will be sued to evaluation students' progress in bridging technical and applied solutions with evaluation criteria matching those of a work-place project.","['actual end-to-end work-place', 'work-place project', 'relevant shortfalls', 'work place', 'analytical framework', 'technical expertise', 'concrete examples', 'traditional processes', 'work-place solutions', 'research paper', 'evaluation criteria', 'applied solutions', 'evaluation students', 'datasets', 'considerations', 'assignments']","['Education', 'Learning', 'Research', 'Match', 'Teacher', 'Project management']","['machine learning', 'structured']",[],[]
100,Topics in Modern Statistics: Applied Machine Learning for Image Analysis,"Images are everywhere. How to deal with image data, especially with big data, is an urgent problem for data analysts.åÊ Machine learning has proven to be a powerful technology to process and analyze such big data.åÊ The course will discuss how machine learning methods are use in the field of image analysis, including biometrics (iris and face recognition), natural images (object identification/recognition), brain images (encoding and decoding), and handwritten digit recognition.åÊ Students will learn how to sue traditional machine learning methods in image data processing and analysis, and develop techniques to improve these methods.åÊ The aim of this course is to prepare students with basis knowledge and skills to explore opportunities using machine learning in the field of image analysis.","['handwritten digit recognition.åÊ', 'data analysts.åÊ Machine', 'machine learning methods', 'image data processing', 'image analysis', 'urgent problem', 'powerful technology', 'object identification/recognition', 'basis knowledge', 'natural images', 'big data', 'brain images', 'traditional machine', 'course', 'field', 'students', 'biometrics', 'iris', 'aim', 'techniques']","['Learning', 'Machine learning', 'Knowledge', 'Skill', 'Education', 'Pattern recognition', 'Biometrics', 'Data', 'Computer graphics']","['big data', 'Machine learning', 'machine learning', 'machine learning', 'machine learning']",[],[]
101,Sustainability Technology and the Evolution of Smart Cities,"This course is offered through the School of Continuing Education. The progress of sustainability in recent years has almost entirely been a result in the evolution of smart, sustainable technology solutions. This course examines opportunities to drive sustainability through technology applications with the end goal of piecing together all of the pieces to envision an intelligent city. Companies are increasingly turning to technology to fulfill their sustainability goals considering many technologies provide off-the-shelf, cost-effective and immediate savings compared to operationally invasive, resource-heavy sustainability transformation programs. Sustainability technology ranges from intelligent infrastructure to mobile applications that help to drive the ""sharing economy"". The course will provide an overview of the sustainability technologies that large corporations are actively pursuing and delve into the project management and integration strategies required to implement these solutions. Successful sustainability practitioners must not only have a strong understanding of the values and methodologies of sustainable operations, but also the tools and technologies available to drive sustainability throughout their organization. Upon completion of the class, students will have a sufficient level of understanding to discuss these solutions and relevant case studies with potential employers. This course will benefit anyone interested in a career in sustainability or in smart cities as it will provide them the skills and analytical capabilities to analyze which sustainability technologies are a good fit for their company's sustainability and growth strategy.","['resource-heavy sustainability transformation', 'Successful sustainability practitioners', 'sustainability technologies', 'sustainability goals', 'Sustainability technology', 'sustainable technology solutions', 'relevant case studies', 'Continuing Education', 'intelligent city', 'end goal', 'immediate savings', 'intelligent infrastructure', 'technology applications', 'sufficient level', 'large corporations', 'project management', 'integration strategies', 'smart cities', 'good fit', 'analytical capabilities', 'sustainable operations', 'potential employers', 'strong understanding', 'course', 'School', 'result', 'methodologies', 'completion', 'evolution', 'opportunities', 'pieces', 'Companies', 'programs', 'economy', 'overview', 'progress', 'career', 'skills', 'tools', 'organization', 'company']","['City', 'Sustainability', 'Appropriate technology', 'Sustainable living', 'Intelligent city', 'Smart city', 'Economy', 'Engineering', 'Neolithic', 'Design', 'Ecological economics', 'Biodiversity', 'Technology', 'Sustainable architecture', 'Industrial ecology', 'Information technology', 'Sustainable development', 'Case study', 'Strategy', 'Goal', 'Economic growth']",[],[],[]
102,Data Science Capstone & Ethics,"This course provides a unique opportunity for students in the M.S. in Data Science program to apply their knowledge of the foundations, theory and methods of data science to address data science problems in industry, government and the non-profit sector. The course activities focus on a semester-length data science project sponsored by a faculty member or local organization. The project synthesizes the statistical, computational, engineering challenges and social issues involved in solving complex real-world problems.","['data science', 'Data Science program', 'complex real-world problems', 'data science problems', 'semester-length data science', 'non-profit sector', 'unique opportunity', 'engineering challenges', 'faculty member', 'local organization', 'social issues', 'course', 'project', 'foundations', 'students', 'M.S.', 'knowledge', 'theory', 'methods', 'industry']","['Science', 'Mathematics', 'Scientific method', 'Sociology', 'Non-profit organization', 'Physics', 'Problem solving', 'Epistemology', 'Data', 'Experiment', 'Computer', 'Machine code', 'Theory', 'Statistics', 'University']",[],[],[]
103, Data Science Visualization Lab,"Take in conjunction with HCDE 511: Information Visualization, this class provides students with additional opportunities to practice and discuss data visualization concepts, with an emphasis on user-centered design (UCD) approaches and software development. Students åÊwork in small groups on structured data visualization exercises and UCD methods and to implement simple visualizations.","['data visualization concepts', 'data visualization exercises', 'Information Visualization', 'UCD methods', 'simple visualizations', 'additional opportunities', 'software development', 'small groups', 'conjunction', 'approaches', 'students', 'HCDE', 'class']","['Design', 'Graphic design', 'Visualization', 'Visualization', 'Information visualization', 'Software engineering']","['Visualization', 'data visualization', 'structured data', 'visualization']",[],[]
